Human.associated.gene.name	Associated.Gene.Name
EIF2B1	Eif2b1
PLAC9	Plac9a
BVES	Bves
TLE1	Tle1
MED21	Med21
TMEM50B	Tmem50b
WNT9A	Wnt9a
EVX2	Evx2
OR4A16	Olfr1243
OR4A8	Olfr1243
OR4A5	Olfr1243
TRAFD1	Trafd1
IFITM3	RP24-243J4.5
IFITM2	RP24-243J4.5
IFITM1	Ifitm2
NIN	Nin
KLRK1	Klrk1
PHEX	Phex
HOXD13	Hoxd13
ENTPD5	Entpd5
KLK3	Klk1b11
KLK2	Klk1b11
KLK1	Klk1b11
IFITM5	Ifitm5
ZGRF1	Zgrf1
TMC3	Tmc3
C17orf67	Gm525
HOXD12	Hoxd12
ESRP1	Esrp1
CYP2S1	Cyp2s1
POU3F1	Pou3f1
NAA11	Naa11
NEU3	Neu3
VAMP5	Vamp5
DTYMK	Dtymk
CSGALNACT1	Csgalnact1
GALNT11	Galnt11
TMEM185A	Tmem185a
UGT1A9	Ugt1a9
UGT1A7	Ugt1a9
UGT1A10	Ugt1a9
UGT1A8	Ugt1a9
HOXD10	Hoxd10
DPH2	Dph2
CWC22	Gm13695
RCN2	Rcn2
RASGRP1	Rasgrp1
DAPP1	Dapp1
HOXD11	Hoxd11
TESC	Tesc
CWC22	Gm13696
TRAV12-3	Trav7-6
TRAV12-1	Trav7-6
TRAV12-2	Trav7-6
CWC22	Gm13694
UGT1A3	Ugt1a2
UGT1A4	Ugt1a2
UGT1A5	Ugt1a2
TMEM237	Tmem237
KLRD1	Klrd1
GK2	Gk2
RAB13	Rab13
AMY1C	Amy2a3
AMY1A	Amy2a3
AMY1B	Amy2a3
AMY2A	Amy2a3
AMY2B	Amy2a3
POLR3GL	Polr3gl
CH17-270A2.2	Polr3gl
TRH	Trh
CEP41	Cep41
GABBR1	Gabbr1
LIN28B	Lin28b
NOG	Nog
UGT1A1	Ugt1a1
CSRP3	Csrp3
TRAM1L1	Tram1l1
TRIM54	Trim54
PDZD7	Pdzd7
ZNF667	Zfp667
ZNF146	Zfp146
TMEM231	Tmem231
RP11-77K12.7	Tmem231
PIP5K1C	Pip5k1c
C19orf25	2310011J03Rik
UGT1A9	Ugt1a10
UGT1A7	Ugt1a10
UGT1A10	Ugt1a10
UGT1A8	Ugt1a10
TARDBP	Tardbp
SPCS2	Spcs2
SH2D3C	Sh2d3c
APC2	Apc2
KYNU	Kynu
ADAM7	Adam7
COX7A1	Cox7a1
LIN28A	Lin28a
AMY1C	Amy2a2
AMY1A	Amy2a2
AMY1B	Amy2a2
AMY2A	Amy2a2
AMY2B	Amy2a2
TPP2	Tpp2
RPAP1	Rpap1
SCGB1A1	Scgb1a1
SARDH	Sardh
NDUFB4	Ndufb4
PHF20	Phf20
PDE6D	Pde6d
KNG1	Kng1
PER1	Per1
UGT1A6	Ugt1a6b
TARSL2	Tarsl2
NHLH1	Nhlh1
FAM156A	Tmem29
FAM156B	Tmem29
ZNF683	Zfp683
TOR1AIP2	Tor1aip2
CCDC126	Ccdc126
DDHD1	Ddhd1
IFITM1	Ifitm1
XRRA1	Xrra1
ASRGL1	Asrgl1
LAG3	Lag3
UGT1A9	Ugt1a8
UGT1A7	Ugt1a8
UGT1A10	Ugt1a8
UGT1A8	Ugt1a8
UGT1A6	Ugt1a7c
TRAV19	Trav16
PPARA	Ppara
HOXD9	Hoxd9
ARV1	Arv1
MEIKIN	Meikin
TIAM1	Tiam1
TM2D3	Tm2d3
TRAV22	Trav13-4-dv7
IFITM1	Ifitm3
ALS2	Als2
SPIN2A	Gm20917
SPIN2B	Gm20917
TRAV23DV6	Trav14-3
AMY1C	Amy2a1
AMY1A	Amy2a1
AMY1B	Amy2a1
AMY2A	Amy2a1
AMY2B	Amy2a1
AIM1L	Aim1l
KLK3	Klk1b26
KLK2	Klk1b26
KLK1	Klk1b26
GALNT15	Galnt15
GABARAPL2	Gabarapl2
RNF182	Rnf182
FAM229B	Fam229b
MMRN1	Mmrn1
MYCT1	Myct1
TOR1AIP1	Tor1aip1
UGT1A6	Ugt1a6a
SENP8	Senp8
TRAV5	Trav3-4
CNBD2	Cnbd2
KIAA0368	AI314180
FAM89A	Fam89a
UGT1A3	Ugt1a5
UGT1A4	Ugt1a5
UGT1A5	Ugt1a5
ANKRD39	Ankrd39
JTB	Jtb
SCN1A	Scn1a
VIP	Vip
RCOR1	Rcor1
HOXD3	Hoxd3
SPINK5	Spink5
MS4A15	Ms4a15
PRDX3	Prdx3
TMEM37	Tmem37
HOXD4	Hoxd4
ANKRD23	Ankrd23
TAS2R14	Tas2r129
B4GALNT4	B4galnt4
TAS2R42	Tas2r131
REPS1	Reps1
PTMS	Ptms
KAZALD1	Kazald1
ZNF169	Zfp169
PITPNC1	Pitpnc1
DNAJC28	Dnajc28
FAM187B	Fam187b
HOXD8	Hoxd8
TAS2R14	Tas2r109
PRICKLE2	Prickle2
CACNB2	Cacnb2
BECN1	Becn1
AC009336.19	Gm28230
PTPRC	Ptprc
GART	Gart
TRAV22	B230359F08Rik
FGF14	Fgf14
MICU1	Micu1
KLB	Klb
FAM221A	Fam221a
ANKRD23	Gm42417
IGFBP1	Igfbp1
ADAM29	Adam29
CXCR3	Cxcr3
ABHD15	Abhd15
SMS	Sms
ARMC12	Armc12
MS4A18	Ms4a18
PHIP	Phip
ING5	Ing5
TP53I13	Trp53i13
FIGLA	Figla
CCSER1	Ccser1
SIX1	Six1
PRSS38	Prss38
DBI	Dbi
TRDV1	Trav15d-1-dv6d-1
THBS1	Thbs1
DNAJC5B	Dnajc5b
RGS14	Rgs14
TAOK1	Taok1
STK32B	Stk32b
FSTL1	Fstl1
RPP21	Rpp21
WDR74	Wdr74
MYH8	Myh8
KLK3	Klk1b27
KLK2	Klk1b27
KLK1	Klk1b27
ZNF32	Zfp637
EPB41L1	Epb41l1
ABCF3	Abcf3
MREG	Mreg
CFAP126	Cfap126
E2F8	E2f8
TAS2R14	Tas2r103
RCCD1	Rccd1
FNIP1	Fnip1
RP11-727F15.14	1700092M07Rik
SCGB2A1	Scgb2a2
SCGB2A2	Scgb2a2
WDR74	RP23-62O7.9
CLPSL2	Clpsl2
TRAV27	Trav18
NPY2R	Npy2r
MAPK8IP2	Mapk8ip2
TRNT1	Trnt1
ARRDC2	Arrdc2
HEATR6	Heatr6
COPA	Copa
TRAF3	Traf3
PPP2R2C	Ppp2r2c
COPS7B	Cops7b
SLC25A51	Slc25a51
SLC25A52	Slc25a51
KLHDC10	Klhdc10
CNTD1	Cntd1
C3orf84	BC048562
PRC1	Prc1
NAV2	Nav2
CNOT4	Cnot4
COA3	Coa3
GLA	Gla
MAN2A1	Man2a1
NMS	Nms
DUSP9	Dusp9
EMC9	Emc9
VAMP8	Vamp8
FBXW8	Fbxw8
AVPR2	Avpr2
TMEM261	Tmem261
CHST7	Chst7
JMJD4	Jmjd4
RP11-402P6.15	Gm4779
CXorf49B	Gm4779
CXorf49	Gm4779
ANGPTL3	Angptl3
CTD-2521M24.13	C430049E01Rik
PAPPA	Pappa
TRAV29DV5	Trav19
TAS2R14	Tas2r140
SETD1B	Setd1b
PSME1	Psme1
CRBN	Crbn
SMURF1	Smurf1
CWC22	Gm13697
ITGB7	Itgb7
GLRA3	Glra3
CWC22	Gm13691
ADAT1	Adat1
ZCRB1	Zcrb1
DOCK7	Dock7
HRK	Hrk
BCAS2	Bcas2
SNAP47	Snap47
IGFBP3	Igfbp3
APOE	Apoe
MAP3K5	Map3k5
OXNAD1	Oxnad1
SQSTM1	Sqstm1
BST2	Bst2
CAPNS1	Capns1
RGS1	Rgs1
CACNA1A	Cacna1a
ARMC9	Armc9
RFX7	Rfx7
ODF2L	Odf2l
SLFN12L	Slfn2
SLFN12	Slfn2
MASP2	Masp2
CUL9	Cul9
ZNF583	Zfp583
NCSTN	Ncstn
DECR1	Decr1
C5orf15	9530068E07Rik
SLC25A19	Slc25a19
EIF4G2	Eif4g2
MRPS36	Mrps36
TMEM128	Tmem128
HDAC3	Hdac3
MRNIP	3010026O09Rik
AADACL2	Aadacl2
NFRKB	Nfrkb
TRIM39	Trim39
HPGD	Hpgd
GGCX	Ggcx
TMEM254	Tmem254a
SIK3	Sik3
SDHC	Sdhc
KXD1	Kxd1
TRAV26-2	Trav21-dv12
OR4A16	Olfr1245
OR4A8	Olfr1245
OR4A5	Olfr1245
SIX4	Six4
IRAK1	Irak1
DPH3	Dph3
SERPINE2	Serpine2
TRIM55	Trim55
TLX1	Tlx1
HELQ	Helq
HPX	Hpx
PYCR1	Pycr1
CREB3L4	Creb3l4
PLEKHA6	Plekha6
BEST1	Best1
AADAC	Aadac
TOX4	Tox4
TBL1XR1	Tbl1xr1
NABP1	Nabp1
MAPK6	Mapk6
SYTL1	Sytl1
PECR	Pecr
CFP	Cfp
ANK1	Ank1
CCDC154	Ccdc154
NOTCH4	Notch4
METTL3	Mettl3
ARSA	Arsa
OR4A16	Olfr1246
OR4A8	Olfr1246
OR4A5	Olfr1246
USP48	Usp48
P2RX5-TAX1BP3	P2rx5
P2RX5	P2rx5
PSMD12	Psmd12
PIGO	Pigo
PKP3	Pkp3
LCORL	Lcorl
CYP2B6	Cyp2b10
COL5A2	Col5a2
BIRC3	Birc3
P3H4	P3h4
OR4A16	Olfr1247
OR4A8	Olfr1247
OR4A5	Olfr1247
MNAT1	Mnat1
MTUS2	Mtus2
TRAV34	Trdv1
FKBP8	Fkbp8
RRNAD1	Rrnad1
CAPN6	Capn6
ABHD12B	Abhd12b
NEUROG2	Neurog2
DUSP5	Dusp5
UTP11	Utp11l
ESYT3	Esyt3
PNRC1	Pnrc1
TRAV38-2DV8	Trdv2-2
TRAV38-1	Trdv2-2
TRAV38-2DV8	Trdv2-1
TRAV38-1	Trdv2-1
UCN	Ucn
ANKRA2	Ankra2
RNF169	Rnf169
NPPC	Nppc
EFNB1	Efnb1
DENND3	Dennd3
RP11-231C18.3	Fip1l1
SLC9A7	Slc9a7
NXPH3	Nxph3
ISG20L2	Isg20l2
LHX6	Lhx6
RAB2B	Rab2b
NR2F2	Nr2f2
HNMT	Hnmt
MVB12A	Mvb12a
SHB	Shb
ZBTB10	Zbtb10
RNFT2	Rnft2
MRPL24	Mrpl24
KLHL4	Klhl4
PKNOX2	Pknox2
CALCRL	Calcrl
MTERF1	Mterf1b
SCAF1	Scaf1
FZD1	Fzd1
NCAPG	Ncapg
MED9	Med9
OR4A16	Olfr1248
OR4A8	Olfr1248
OR4A5	Olfr1248
RASD1	Rasd1
OR4A16	Olfr1249
OR4A8	Olfr1249
OR4A5	Olfr1249
LBX1	Lbx1
HNRNPH2	Hnrnph2
POLN	Poln
KCNN1	Kcnn1
SMARCA5	Smarca5
EFCAB14	Efcab14
UBAP1	Ubap1
ANTXR2	Antxr2
UBA52	Uba52
AC023908.1	Gpr176
GPR176	Gpr176
MYADML2	Myadml2
FSTL4	Fstl4
RRP15	Rrp15
P3H1	P3h1
OTOP1	Otop1
ATRX	Atrx
NOTUM	Notum
FSIP1	Fsip1
ZNF704	Zfp704
RBM46	Rbm46
FSD1L	Fsd1l
NBN	Nbn
SLFN12L	Slfn1
SLFN12	Slfn1
RAD52	Rad52
STRN	Strn
VRK2	Vrk2
HTR2B	Htr2b
TMEM169	Tmem169
MFAP2	Mfap2
AP2A2	Ap2a2
CRH	Crh
PSMD1	Psmd1
UXT	Uxt
LRRC58	Lrrc58
THRB	Thrb
HOXD1	Hoxd1
MBTPS2	Mbtps2
OR4A16	Olfr1250
OR4A8	Olfr1250
OR4A5	Olfr1250
DZIP3	Dzip3
ZNF582	Gm3854
IPO13	Ipo13
RARG	Rarg
KLHDC8B	Klhdc8b
FANCL	Fancl
SCN9A	Scn9a
CDPF1	Cdpf1
TANGO2	Tango2
SPIC	Spic
GAPDHS	Gapdhs
NCAM2	Ncam2
SLFN12L	Slfn4
SLFN12	Slfn4
MARCH4	March4
AAR2	Aar2
RSPH6A	Rsph6a
RP11-87C12.2	Psmd9
PSMD9	Psmd9
PSMD1	Gm21972
RNGTT	Rngtt
ACAP1	Acap1
PLS3	Pls3
ELK1	Elk1
SBSN	Sbsn
SMC3	Smc3
TRAV8-1	Trav9d-2
TRAV8-3	Trav9d-2
HAUS3	Haus3
YY2	Yy2
SLC25A20	Slc25a20
OR4A16	Olfr1251
OR4A8	Olfr1251
OR4A5	Olfr1251
SLC39A1	Slc39a1
RAP2A	Rap2a
ACP7	Acp7
RUSC1	Rusc1
OR10G7	Olfr978
OR10G8	Olfr978
OR10G9	Olfr978
OR10G4	Olfr978
FGG	Fgg
OR4A16	Olfr1252
OR4A8	Olfr1252
OR4A5	Olfr1252
CCDC71	Ccdc71
TRAV39	Trav23
HPD	Hpd
NGFR	Ngfr
RP11-402P6.15	8030474K03Rik
CXorf49B	8030474K03Rik
CXorf49	8030474K03Rik
GTF2H3	Gtf2h3
TXNDC17	Txndc17
OR4A16	Olfr1253
OR4A8	Olfr1253
OR4A5	Olfr1253
RRAS	Rras
DRD5	Drd5
MAPKAPK5	Mapkapk5
ATP6AP1L	Atp6ap1l
LRAT	Lrat
OR4A16	Olfr1254
OR4A8	Olfr1254
OR4A5	Olfr1254
RP11-766F14.2	1110002E22Rik
MUC6	Muc6
ULK1	Ulk1
CLPS	Clps
RAB3IL1	Rab3il1
RP11-240B13.2	Oc90
OC90	Oc90
OR8G1	Olfr937
OR8G5	Olfr937
SHISA7	Shisa7
CYP2B6	Cyp2b13
SULT1C2	Sult1c2
PSTPIP1	Pstpip1
TMEM221	Tmem221
CTD-2521M24.10	Tmem221
ARL1	Arl1
SLFN12L	Slfn3
SLFN12	Slfn3
SLC43A2	Slc43a2
KPTN	Kptn
LHFPL5	Lhfpl5
ANKRD34A	Ankrd34a
DLGAP4	Dlgap4
ARMCX4	Armcx4
LNX1	Lnx1
DMWD	Dmwd
KLRC4-KLRK1	Klrc3
RP11-277P12.6	Klrc3
KLRC1	Klrc3
KLRC4	Klrc3
KLRC3	Klrc3
KLRC2	Klrc3
ST6GALNAC1	St6galnac1
GRB2	Grb2
TNFAIP1	Tnfaip1
MAT2A	Mat2a
SPCS1	Spcs1
PNCK	Pnck
BBOF1	Bbof1
FKBP10	Fkbp10
NOL3	Nol3
CNN1	Cnn1
REC114	Rec114
KPNA7	Kpna7
OR4C12	Olfr1255
EXOC3L1	Exoc3l
KARS	Kars
STK31	Stk31
BCL2A1	Bcl2a1a
MPZ	Mpz
OR4A47	Olfr1256
NR1D2	Nr1d2
PCTP	Pctp
NPTN	Nptn
ADAMTSL1	Adamtsl1
SUCNR1	Sucnr1
NT5C3B	Nt5c3b
F12	F12
MXRA7	Mxra7
SPINK14	Spink14
NXNL1	Nxnl1
FARP1	Farp1
ISOC2	Isoc2b
KIAA0895L	4931428F04Rik
TMEM159	Tmem159
CHRDL2	Chrdl2
MYLK3	Mylk3
PEMT	Pemt
C9orf50	1700001O22Rik
PLCL1	Plcl1
MTX2	Mtx2
RINT1	Rint1
SLC7A1	Slc7a1
FDPS	Gm43738
SPIN2A	Spin2c
SPIN2B	Spin2c
TRIM43	Trim43b
FDPS	Fdps
ARPC1A	Arpc1a
TRAV18	Trav12d-2
C3orf80	1110032F04Rik
OR4C13	Olfr1258
OR4C46	Olfr1258
C1orf131	2810004N23Rik
PJA1	Pja1
MED31	Med31
OR10G7	Olfr979
OR10G8	Olfr979
OR10G9	Olfr979
OR10G4	Olfr979
IKBKB	Ikbkb
OR4C12	Olfr1259
CYTL1	Cytl1
GNPAT	Gnpat
PCP4L1	Pcp4l1
IRX3	Irx3
TRIM33	Trim33
FHL3	Fhl3
ERP29	Erp29
RP11-736N17.11	A230065H16Rik
SPATA17	Spata17
UNKL	Unkl
PCSK4	Pcsk4
OR4C5	Olfr1260
C12orf49	2410131K14Rik
TRAV8-1	Trav9d-3
TRAV8-3	Trav9d-3
CNR1	Cnr1
SH3GL2	Sh3gl2
DCX	Dcx
SLC25A4	Slc25a4
TMEM116	Tmem116
SIGIRR	Sigirr
OR10G7	Olfr980
OR10G8	Olfr980
OR10G9	Olfr980
OR10G4	Olfr980
MRAS	Mras
EMC6	Emc6
TRAV18	Trav12d-3
MROH1	Mroh1
GTF3C2	Gm29609
TRAV22	Trav13d-2
POLD3	Pold3
SF3A3	Sf3a3
PRKAR2A	Prkar2a
MAMLD1	Mamld1
IL16	Il16
FAM155B	Tmem28
MPV17	Mpv17
INPP4A	Inpp4a
MFN1	Mfn1
RGAG4	Rgag4
OR10G6	Olfr981
TRIM67	Trim67
KIAA1429	1110037F02Rik
SULT6B1	Sult6b1
DIS3L2	Dis3l2
NHSL2	Nhsl2
TRAV23DV6	Trav14d-2
IGHV1-69	Ighv1-47
IGHV1OR15-9	Ighv1-47
IGHV1-3	Ighv1-47
AC136616.3	Ighv1-47
IGHV1-69-2	Ighv1-47
IGHV1OR21-1	Ighv1-47
IGHV1-2	Ighv1-47
IGHV1-58	Ighv1-47
IGHV1-18	Ighv1-47
CH17-212P11.6	Ighv1-47
IGHV1-45	Ighv1-47
RP11-294C11.4	Ighv1-47
IGHV1-24	Ighv1-47
IGHV1-46	Ighv1-47
CH17-212P11.5	Ighv1-47
IGHV1OR15-1	Ighv1-47
SLC8A2	Slc8a2
OSGIN2	Osgin2
EIF2AK2	Eif2ak2
RFWD3	Rfwd3
ANTXR1	Antxr1
GSK3B	Gsk3b
RP11-624J6.2	Gm9918
MCAM	Mcam
PYGL	Pygl
CEP44	Cep44
OR2H1	Olfr91
NKX2-6	Nkx2-6
RGS21	Rgs21
KIF24	Kif24
TFPI	Tfpi
SPACA1	Spaca1
FBXO5	Fbxo5
SLC27A1	Slc27a1
TRDV1	Trav15d-2-dv6d-2
LAMB2	Lamb2
STARD5	Stard5
HACE1	Hace1
SMIM10L1	Smim10l1
ALPK1	Alpk1
TRIM3	Trim3
TMEM222	Tmem222
MSX1	Msx1
MUC5AC	Muc5ac
ZGPAT	Zgpat
LIX1L	Lix1l
TTC38	Ttc38
MTTP	Mttp
NXPE4	Nxpe4
RNPC3	Rnpc3
NFATC3	Nfatc3
TRAV5	Trav3d-3
SULT1C3	Sult1c1
KLK3	Klk1b21
KLK2	Klk1b21
KLK1	Klk1b21
OR10S1	Olfr982
NPR2	Npr2
ZNF471	Zfp78
NXPE2	Nxpe2
TRAV8-1	Trav9d-4
TRAV8-3	Trav9d-4
SNX22	Snx22
IGHV2OR16-5	Ighv8-4
IGHV2-70	Ighv8-4
IGHV2-5	Ighv8-4
IGHV2-26	Ighv8-4
DSCAM	Dscam
TRDJ3	Trdj2
IGKV6D-41	Igkv5-48
IGKV6-21	Igkv5-48
IGKV6D-21	Igkv5-48
TRDC	Trdc
TRDV3	Trdv5
MLF2	Mlf2
TTC16	Ttc16
PPIB	Ppib
IGHV2OR16-5	Ighv8-5
IGHV2-70	Ighv8-5
IGHV2-5	Ighv8-5
IGHV2-26	Ighv8-5
PRR12	Prr12
CNPY4	Cnpy4
CTAG1B	Gm6880
CTAG1A	Gm6880
CTAG2	Gm6880
MYL9	Myl9
TBPL2	Tbpl2
NAA25	Naa25
RPL15	Rpl15
TYRO3	Tyro3
ANO9	Ano9
C2orf76	3110009E18Rik
TNS3	Tns3
SP140	Sp140
CCDC80	Ccdc80
GTF3C2	Gtf3c2
ARFRP1	Arfrp1
TRAV13-1	Trav5d-4
TRAV13-2	Trav5d-4
NR1I3	Nr1i3
ESRP2	Esrp2
RBBP7	Rbbp7
FBXO18	Fbxo18
UBE2E1	Ube2e1
PBX2	Pbx2
ISOC2	Isoc2a
ARHGAP15	Arhgap15
TRAV9-2	Trav6d-7
IGHV1-69	Ighv1-50
IGHV1OR15-9	Ighv1-50
IGHV1-3	Ighv1-50
AC136616.3	Ighv1-50
IGHV1-69-2	Ighv1-50
IGHV1OR21-1	Ighv1-50
IGHV1-2	Ighv1-50
IGHV1-58	Ighv1-50
IGHV1-18	Ighv1-50
CH17-212P11.6	Ighv1-50
IGHV1-45	Ighv1-50
RP11-294C11.4	Ighv1-50
IGHV1-24	Ighv1-50
IGHV1-46	Ighv1-50
CH17-212P11.5	Ighv1-50
IGHV1OR15-1	Ighv1-50
KLRC4-KLRK1	Klrc2
RP11-277P12.6	Klrc2
KLRC1	Klrc2
KLRC4	Klrc2
KLRC3	Klrc2
KLRC2	Klrc2
MBLAC1	Mblac1
KDM3A	Kdm3a
GALNT18	Galnt18
CRTC2	Crtc2
ARTN	Artn
SPINK9	Spink12
NKIRAS1	Nkiras1
MRPL2	Mrpl2
TGIF2	Tgif2
KLK3	Klk1b22
KLK2	Klk1b22
KLK1	Klk1b22
MLKL	Mlkl
TRMT10A	Trmt10a
DMD	Dmd
SHANK3	Shank3
CTC-295J13.3	RP23-204B12.4
ZNF239	Zfp239
NECTIN2	Nectin2
NKX3-1	Nkx3-1
FAM124B	Fam124b
MRPL22	Mrpl22
PRDM8	Prdm8
GTF2I	Gtf2i
MTRF1L	Mtrf1l
AMY1C	Amy1
AMY1A	Amy1
AMY1B	Amy1
AMY2A	Amy1
AMY2B	Amy1
GPSM3	Gpsm3
TOMM40L	Tomm40l
TGIF2-C20orf24	1110008F13Rik
SLFN14	Slfn14
TBCB	Tbcb
TOR2A	Tor2a
PHB	Phb
MYH13	Myh13
NDC1	Ndc1
SLA2	Sla2
MRPL39	Mrpl39
D2HGDH	D2hgdh
CASKIN2	Caskin2
POLR2I	Polr2i
WFS1	Wfs1
ECT2L	Ect2l
IGLC1	Iglc3
IGLL1	Iglc3
IGLC2	Iglc3
IGLC3	Iglc3
IGLL5	Iglc3
IGLC7	Iglc3
OR4D5	Olfr984
GAB1	Gab1
IGLC1	Iglc1
IGLL1	Iglc1
IGLC2	Iglc1
IGLC3	Iglc1
IGLL5	Iglc1
IGLC7	Iglc1
TOMM40	Tomm40
HSCB	Hscb
RGS18	Rgs18
RBM18	Rbm18
EIF2AK4	Eif2ak4
TRAV12-3	C920008G01Rik
TRAV12-1	C920008G01Rik
TRAV12-2	C920008G01Rik
FCHSD1	Fchsd1
TXLNG	Txlng
FBXW4	Fbxw4
ZNF101	Zfp867
ZNF124	Zfp867
ZNF669	Zfp867
ZNF670	Zfp867
LIME1	Lime1
RP4-583P15.14	Lime1
METTL23	Mettl23
TRAV22	Trav13d-3
IL36B	Il1f8
FGF5	Fgf5
MUC5B	Muc5b
TMEM100	Tmem100
CCDC124	Ccdc124
SLC38A6	Slc38a6
HSFY2	Hsfy2
HSFY1	Hsfy2
OR8D4	Olfr985
RBM8A	Rbm8a
CAMK1	Camk1
MRRF	Mrrf
MAPKAPK5	Gm42878
CTD-2537I9.19	Gm36210
ST6GAL2	St6gal2
CTNS	Ctns
MFSD11	Mfsd11
TRAV17	Trav8d-2
STK38L	Stk38l
SCN7A	Scn7a
TRAV19	Trav16d-dv11
TMEM94	Tmem94
TNR	Tnr
VAV2	Vav2
DPCD	Gm17018
NPEPPS	Npepps
NDRG3	Ndrg3
OGG1	Ogg1
IGKV6D-41	Igkv5-45
IGKV6-21	Igkv5-45
IGKV6D-21	Igkv5-45
OR6X1	Olfr986
ALG5	Alg5
LMO2	Lmo2
FAM178B	Fam178b
UBL3	Ubl3
ZBTB46	Zbtb46
FXYD5	Fxyd5
TRAV22	Trav13d-4
IGKV1-6	Igkv12-44
IGKV1-12	Igkv12-44
IGKV1-33	Igkv12-44
IGKV1D-16	Igkv12-44
IGKV1D-12	Igkv12-44
IGKV1-8	Igkv12-44
IGKV1-39	Igkv12-44
IGKV1-16	Igkv12-44
IGKV1-37	Igkv12-44
IGKV1-5	Igkv12-44
IGKV1D-13	Igkv12-44
IGKV1D-17	Igkv12-44
IGKV1D-33	Igkv12-44
IGKV1D-39	Igkv12-44
IGKV1-17	Igkv12-44
IGKV1D-37	Igkv12-44
IGKV1D-43	Igkv12-44
IGKV1-9	Igkv12-44
IGKV1-27	Igkv12-44
IGKV1D-8	Igkv12-44
IGKV1OR2-108	Igkv12-44
LEO1	Leo1
C16orf87	4921524J17Rik
EDA	Eda
INPP5B	Inpp5b
TNFAIP2	Tnfaip2
SH2D6	Sh2d6
RELL2	Rell2
ZNF628	Zfp628
CEL	Cel
ADAMTS9	Adamts9
NUDT2	Nudt2
MAG	Mag
ABHD16B	Abhd16b
NEDD4	Nedd4
MYOT	Myot
PIN4	Pin4
GMPPA	Gmppa
TAX1BP3	Tax1bp3
IGKV6D-41	Igkv5-43
IGKV6-21	Igkv5-43
IGKV6D-21	Igkv5-43
SCN8A	Scn8a
GTF3C5	Gtf3c5
IP6K2	Ip6k2
SNX27	Snx27
ZSCAN20	Zscan20
TPD52L2	Tpd52l2
PPP4R1	Ppp4r1
RP11-515E23.1	RP23-220F20.2
SRSF2	Srsf2
FBXO3	Fbxo3
MMD	Mmd
SEMA4C	Sema4c
WDR24	Wdr24
DMPK	Dmpk
IRGM	Irgm2
JMJD6	Jmjd6
KLK3	Klk1b4
KLK2	Klk1b4
KLK1	Klk1b4
HELZ	Helz
KLK3	Klk1b3
KLK2	Klk1b3
KLK1	Klk1b3
TOLLIP	Tollip
IRGM	Igtp
HELT	Helt
TRAV23DV6	Trav14d-3-dv8
LIPT2	Lipt2
KLRC4-KLRK1	Klrc1
RP11-277P12.6	Klrc1
KLRC1	Klrc1
KLRC4	Klrc1
KLRC3	Klrc1
KLRC2	Klrc1
KLK3	Klk1b24
KLK2	Klk1b24
KLK1	Klk1b24
CLDN34	Cldn34b1
SNX1	Snx1
KLK3	Klk1b16
KLK2	Klk1b16
KLK1	Klk1b16
STEAP3	Steap3
TRAV12-3	Trav7n-4
TRAV12-1	Trav7n-4
TRAV12-2	Trav7n-4
HNRNPA3	Hnrnpa3
POLR2C	Polr2c
TMEM258	Tmem258
PBLD	Pbld2
KCNE3	Kcne3
FA2H	Fa2h
MGAT4B	Mgat4b
AMTN	Amtn
IFT80	Ift80
APEX2	Apex2
TEX38	Tex38
CIZ1	Ciz1
RP2	Rp2
SLC25A37	Slc25a37
FEN1	Fen1
ST20-MTHFS	Mthfs
MTHFS	Mthfs
MAGEA10	Magea6
ERVW-1	Synb
CHEK2	Chek2
TSPAN3	Tspan3
MAGEA10	Magea3
MXD4	Mxd4
DSN1	Dsn1
RGS17	Rgs17
ZNF202	Zfp202
KLHL10	Klhl10
DOK4	Dok4
BCL2A1	Bcl2a1b
WDR66	Wdr66
HLF	Hlf
BCL2A1	Gm29094
HNF1B	Hnf1b
MRPS18C	Mrps18c
TRAV9-1	Trav6n-5
KATNAL1	Katnal1
OCIAD1	Ociad1
HSPA4	Hspa4
ALAS2	Alas2
RPL4	Rpl4
FAM96A	Fam96a
LSM14A	Lsm14a
IFT20	Ift20
ADAM22	Adam22
MED13L	Med13l
ARNTL2	Arntl2
SLC13A5	Slc13a5
STX1A	Stx1a
CYP2B6	Cyp2b9
REEP6	Reep6
ACOT12	Acot12
NAT14	Nat14
SOGA1	Soga1
TERF2IP	Terf2ip
STX18	Stx18
AP1AR	Ap1ar
ALDH1B1	Aldh1b1
SH3BGRL3	Sh3bgrl3
IGHV1-69	Ighv1-52
IGHV1OR15-9	Ighv1-52
IGHV1-3	Ighv1-52
AC136616.3	Ighv1-52
IGHV1-69-2	Ighv1-52
IGHV1OR21-1	Ighv1-52
IGHV1-2	Ighv1-52
IGHV1-58	Ighv1-52
IGHV1-18	Ighv1-52
CH17-212P11.6	Ighv1-52
IGHV1-45	Ighv1-52
RP11-294C11.4	Ighv1-52
IGHV1-24	Ighv1-52
IGHV1-46	Ighv1-52
CH17-212P11.5	Ighv1-52
IGHV1OR15-1	Ighv1-52
DNAJC5	Dnajc5
CROCC	Crocc
PLXNA1	Plxna1
COL24A1	Col24a1
YAP1	Yap1
UBXN11	Ubxn11
IGHV1-69	Ighv1-53
IGHV1OR15-9	Ighv1-53
IGHV1-3	Ighv1-53
AC136616.3	Ighv1-53
